,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion,union,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaInicio,FechaFin,DuracionDias,meses,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,TipoMercado,ExclusivaFNCER,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria
44,CP-ENIC2024-001-PROD05,738.0,738.0,362.0,01/07/2024,31/12/2034,"ENELAR E.S.P. deja a disposición de los interesados, mediante convocatoria publica, cinco productos encaminados a suplir la demanda de energía entre el 1 de julio de 2024 y el 31 de diciembre de 2034.",CP-ENIC2024-001/ENELAR/ENIC/01%2F07%2F2024/31%2F12%2F2034/false/Regulado,CP-ENIC2024-001,ENIC,ENELAR,15/04/2024,01/07/2024 al 31/12/2034,01/07/2024,31/12/2034,3835.0,126.08219178082192,15/04/2024,25/04/2024,09/05/2024,22/05/2024,11/06/2024,Cerrada y adjudicada,Regulado,NO,,,,19/06/2024
45,CP-ESSC2024-001-PROD01,2371.0,1154.0,321.0,01/08/2024,31/12/2036,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para el periodo del 1 de agosto de 2024 al 31 de diciembre de 2036. Aplican todas las tecnologías",CP-ESSC2024-001/ESSA/ESSC/01%2F08%2F2024/31%2F12%2F2036/false/Regulado,CP-ESSC2024-001,ESSC,ESSA,05/04/2024,01/08/2024 al 31/12/2036,01/08/2024,31/12/2036,4535.0,149.0958904109589,08/04/2024,18/04/2024,03/05/2024,17/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,21/06/2024
46,CP-ESSC2024-001-PROD02,1953.0,146.0,303.0,01/08/2024,31/12/2036,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para el periodo del 1 de agosto de 2024 al 31 de diciembre de 2036. Aplican todas las tecnologías",CP-ESSC2024-001/ESSA/ESSC/01%2F08%2F2024/31%2F12%2F2036/false/Regulado,CP-ESSC2024-001,ESSC,ESSA,05/04/2024,01/08/2024 al 31/12/2036,01/08/2024,31/12/2036,4535.0,149.0958904109589,08/04/2024,18/04/2024,03/05/2024,17/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,21/06/2024
47,CP-ESSC2024-001-PROD03,1903.0,951.0,307.0,01/08/2024,31/12/2036,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para el periodo del 1 de agosto de 2024 al 31 de diciembre de 2036. Aplican todas las tecnologías",CP-ESSC2024-001/ESSA/ESSC/01%2F08%2F2024/31%2F12%2F2036/false/Regulado,CP-ESSC2024-001,ESSC,ESSA,05/04/2024,01/08/2024 al 31/12/2036,01/08/2024,31/12/2036,4535.0,149.0958904109589,08/04/2024,18/04/2024,03/05/2024,17/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,21/06/2024
48,CP-ESSC2024-001-PROD04,733.0,551.0,334.0,01/08/2024,31/12/2036,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para el periodo del 1 de agosto de 2024 al 31 de diciembre de 2036. Aplican todas las tecnologías",CP-ESSC2024-001/ESSA/ESSC/01%2F08%2F2024/31%2F12%2F2036/false/Regulado,CP-ESSC2024-001,ESSC,ESSA,05/04/2024,01/08/2024 al 31/12/2036,01/08/2024,31/12/2036,4535.0,149.0958904109589,08/04/2024,18/04/2024,03/05/2024,17/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,21/06/2024
49,CP-CHCC2024-001-PROD01,74.0,52.0,345.0,01/07/2024,31/12/2030,"El objeto es recibir propuestas para el suministro de energía para atender el mercado regulado para los períodos comprendidos entre el 01 de julio al 31 de diciembre de 2024 y los años 2025, 2027, 2028, 2029 y 2030, teniendo en cuenta los productos que se definen en este pliego.",CP-CHCC2024-001/CHEC/CHCC/01%2F07%2F2024/31%2F12%2F2030/false/Regulado,CP-CHCC2024-001,CHCC,CHEC,02/04/2024,01/07/2024 al 31/12/2030,01/07/2024,31/12/2030,2374.0,78.04931506849314,05/04/2024,17/04/2024,02/05/2024,16/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,12/06/2024
50,CP-CHCC2024-001-PROD02,198.0,100.0,361.0,01/07/2024,31/12/2030,"El objeto es recibir propuestas para el suministro de energía para atender el mercado regulado para los períodos comprendidos entre el 01 de julio al 31 de diciembre de 2024 y los años 2025, 2027, 2028, 2029 y 2030, teniendo en cuenta los productos que se definen en este pliego.",CP-CHCC2024-001/CHEC/CHCC/01%2F07%2F2024/31%2F12%2F2030/false/Regulado,CP-CHCC2024-001,CHCC,CHEC,02/04/2024,01/07/2024 al 31/12/2030,01/07/2024,31/12/2030,2374.0,78.04931506849314,05/04/2024,17/04/2024,02/05/2024,16/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,12/06/2024
51,CP-CHCC2024-001-PROD03,245.0,70.0,329.0,01/07/2024,31/12/2030,"El objeto es recibir propuestas para el suministro de energía para atender el mercado regulado para los períodos comprendidos entre el 01 de julio al 31 de diciembre de 2024 y los años 2025, 2027, 2028, 2029 y 2030, teniendo en cuenta los productos que se definen en este pliego.",CP-CHCC2024-001/CHEC/CHCC/01%2F07%2F2024/31%2F12%2F2030/false/Regulado,CP-CHCC2024-001,CHCC,CHEC,02/04/2024,01/07/2024 al 31/12/2030,01/07/2024,31/12/2030,2374.0,78.04931506849314,05/04/2024,17/04/2024,02/05/2024,16/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,12/06/2024
52,CP-CHCC2024-001-PROD04,300.0,300.0,308.0,01/07/2024,31/12/2030,"El objeto es recibir propuestas para el suministro de energía para atender el mercado regulado para los períodos comprendidos entre el 01 de julio al 31 de diciembre de 2024 y los años 2025, 2027, 2028, 2029 y 2030, teniendo en cuenta los productos que se definen en este pliego.",CP-CHCC2024-001/CHEC/CHCC/01%2F07%2F2024/31%2F12%2F2030/false/Regulado,CP-CHCC2024-001,CHCC,CHEC,02/04/2024,01/07/2024 al 31/12/2030,01/07/2024,31/12/2030,2374.0,78.04931506849314,05/04/2024,17/04/2024,02/05/2024,16/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,12/06/2024
53,CP-CHCC2024-001-PROD05,170.0,170.0,310.0,01/07/2024,31/12/2030,"El objeto es recibir propuestas para el suministro de energía para atender el mercado regulado para los períodos comprendidos entre el 01 de julio al 31 de diciembre de 2024 y los años 2025, 2027, 2028, 2029 y 2030, teniendo en cuenta los productos que se definen en este pliego.",CP-CHCC2024-001/CHEC/CHCC/01%2F07%2F2024/31%2F12%2F2030/false/Regulado,CP-CHCC2024-001,CHCC,CHEC,02/04/2024,01/07/2024 al 31/12/2030,01/07/2024,31/12/2030,2374.0,78.04931506849314,05/04/2024,17/04/2024,02/05/2024,16/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,12/06/2024
54,CP-CHCC2024-001-PROD06,213.0,213.0,308.0,01/07/2024,31/12/2030,"El objeto es recibir propuestas para el suministro de energía para atender el mercado regulado para los períodos comprendidos entre el 01 de julio al 31 de diciembre de 2024 y los años 2025, 2027, 2028, 2029 y 2030, teniendo en cuenta los productos que se definen en este pliego.",CP-CHCC2024-001/CHEC/CHCC/01%2F07%2F2024/31%2F12%2F2030/false/Regulado,CP-CHCC2024-001,CHCC,CHEC,02/04/2024,01/07/2024 al 31/12/2030,01/07/2024,31/12/2030,2374.0,78.04931506849314,05/04/2024,17/04/2024,02/05/2024,16/05/2024,05/06/2024,Cerrada y adjudicada,Regulado,NO,,,,12/06/2024
55,CP-EPMC2024-001-PROD01,1318.0,436.0,356.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2025 al 31 de diciembre de 2029",CP-EPMC2024-001/EPM/EPMC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPMC2024-001,EPMC,EPM,01/04/2024,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,08/04/2024,18/04/2024,03/05/2024,17/05/2024,06/06/2024,Cerrada y adjudicada,Regulado,NO,,,,18/06/2024
56,CP-EPMC2024-001-PROD02,1749.0,551.0,321.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2025 al 31 de diciembre de 2029",CP-EPMC2024-001/EPM/EPMC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPMC2024-001,EPMC,EPM,01/04/2024,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,08/04/2024,18/04/2024,03/05/2024,17/05/2024,06/06/2024,Cerrada y adjudicada,Regulado,NO,,,,18/06/2024
57,CP-EPMC2024-001-PROD03,1304.0,671.0,325.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2025 al 31 de diciembre de 2029",CP-EPMC2024-001/EPM/EPMC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPMC2024-001,EPMC,EPM,01/04/2024,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,08/04/2024,18/04/2024,03/05/2024,17/05/2024,06/06/2024,Cerrada y adjudicada,Regulado,NO,,,,18/06/2024
58,CP-EPMC2024-001-PROD04,1336.0,1268.0,306.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2025 al 31 de diciembre de 2029",CP-EPMC2024-001/EPM/EPMC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPMC2024-001,EPMC,EPM,01/04/2024,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,08/04/2024,18/04/2024,03/05/2024,17/05/2024,06/06/2024,Cerrada y adjudicada,Regulado,NO,,,,18/06/2024
59,CP-EPMC2024-001-PROD05,1368.0,1294.0,301.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2025 al 31 de diciembre de 2029",CP-EPMC2024-001/EPM/EPMC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPMC2024-001,EPMC,EPM,01/04/2024,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,08/04/2024,18/04/2024,03/05/2024,17/05/2024,06/06/2024,Cerrada y adjudicada,Regulado,NO,,,,18/06/2024
60,CP-CSSC2024-002-PROD01,179.0,81.0,374.0,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
61,CP-CSSC2024-002-PROD02,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
62,CP-CSSC2024-002-PROD03,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
63,CP-CSSC2024-002-PROD04,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
64,CP-CSSC2024-002-PROD05,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
65,CP-CSSC2024-002-PROD06,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
66,CP-CSSC2024-002-PROD07,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
67,CP-CSSC2024-002-PROD08,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
68,CP-CSSC2024-002-PROD09,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
69,CP-CSSC2024-002-PROD10,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
70,CP-CSSC2024-002-PROD11,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
71,CP-CSSC2024-002-PROD12,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
72,CP-CSSC2024-002-PROD13,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
73,CP-CSSC2024-002-PROD14,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
74,CP-CSSC2024-002-PROD15,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
75,CP-CSSC2024-002-PROD16,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
76,CP-CSSC2024-002-PROD17,,,,01/06/2024,31/12/2037,"Air-e está interesada en recibir propuestas para el suministro de energía para la atención de una parte de su mercado regulado, según las condiciones establecidas en la presente convocatoria.",CP-CSSC2024-002/Air-e/CSSC/01%2F06%2F2024/31%2F12%2F2037/false/Regulado,CP-CSSC2024-002,CSSC,Air-e,27/03/2024,01/06/2024 al 31/12/2037,01/06/2024,31/12/2037,4961.0,163.1013698630137,27/03/2024,10/04/2024,19/04/2024,03/05/2024,10/05/2024,Cerrada y adjudicada,Regulado,NO,,,,16/05/2024
77,CP-EEPC2024-003-PROD01,7.0,7.0,335.09,01/12/2024,31/12/2024,"EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de diciembre del año 2024 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2024-003/EEP/EEPC/01%2F12%2F2024/31%2F12%2F2024/false/Regulado,CP-EEPC2024-003,EEPC,EEP,27/03/2024,01/12/2024 al 31/12/2024,01/12/2024,31/12/2024,30.0,0.9863013698630136,27/03/2024,09/04/2024,22/04/2024,06/05/2024,22/05/2024,Cerrada y adjudicada,Regulado,NO,,,,30/05/2024
78,CP-RTQC2024-001-PROD01,172.0,82.0,314.0,01/06/2024,31/12/2028,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de junio de 2024 al 31 de diciembre de 2028,CP-RTQC2024-001/RUITOQUE/RTQC/01%2F06%2F2024/31%2F12%2F2028/false/Regulado,CP-RTQC2024-001,RTQC,RUITOQUE,21/03/2024,01/06/2024 al 31/12/2028,01/06/2024,31/12/2028,1674.0,55.035616438356165,21/03/2024,05/04/2024,19/04/2024,02/05/2024,20/05/2024,Cerrada y adjudicada,Regulado,NO,,,,24/05/2024
79,CP-RTQC2024-001-PROD02,,,,01/06/2024,31/12/2028,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de junio de 2024 al 31 de diciembre de 2028,CP-RTQC2024-001/RUITOQUE/RTQC/01%2F06%2F2024/31%2F12%2F2028/false/Regulado,CP-RTQC2024-001,RTQC,RUITOQUE,21/03/2024,01/06/2024 al 31/12/2028,01/06/2024,31/12/2028,1674.0,55.035616438356165,21/03/2024,05/04/2024,19/04/2024,02/05/2024,20/05/2024,Cerrada y adjudicada,Regulado,NO,,,,24/05/2024
80,CP-EDPC2024-001-PROD01,948.0,535.0,314.0,01/01/2026,31/12/2033,SUMINISTRO DE ENERGÍA Y POTENCIA MERCADO REGULADO QUE ATIENDE DISPAC CORRESPONDIENTE AL DESPACHO ADJUDICADO DE ACUERDO AL ANEXO No. 1 OFERTAS Y CANTIDADES CORRESPONDIENTES A LOS PRODUCTOS No. 1 y 2. (para la vigencia de enero 01 de 2026 a diciembre 31 de 2033),CP-EDPC2024-001/DISPAC/EDPC/01%2F01%2F2026/31%2F12%2F2033/false/Regulado,CP-EDPC2024-001,EDPC,DISPAC,11/03/2024,01/01/2026 al 31/12/2033,01/01/2026,31/12/2033,2921.0,96.03287671232877,11/03/2024,21/03/2024,09/04/2024,19/04/2024,09/05/2024,Cerrada y adjudicada,Regulado,NO,,,,05/06/2024
81,CP-EDPC2024-001-PROD02,,,,01/01/2026,31/12/2033,SUMINISTRO DE ENERGÍA Y POTENCIA MERCADO REGULADO QUE ATIENDE DISPAC CORRESPONDIENTE AL DESPACHO ADJUDICADO DE ACUERDO AL ANEXO No. 1 OFERTAS Y CANTIDADES CORRESPONDIENTES A LOS PRODUCTOS No. 1 y 2. (para la vigencia de enero 01 de 2026 a diciembre 31 de 2033),CP-EDPC2024-001/DISPAC/EDPC/01%2F01%2F2026/31%2F12%2F2033/false/Regulado,CP-EDPC2024-001,EDPC,DISPAC,11/03/2024,01/01/2026 al 31/12/2033,01/01/2026,31/12/2033,2921.0,96.03287671232877,11/03/2024,21/03/2024,09/04/2024,19/04/2024,09/05/2024,Cerrada y adjudicada,Regulado,NO,,,,05/06/2024
